i j S OS WN ST sp hpcd hpcdp ppcd ppcdp
Guriev Turkmenistan 0.595505617977528 0.350649350649351 0.836065573770492 0.485416223121141 595.581341814022 0.713409832323978 1.11064939804983 0.481717051102196 0.685200430368041
Guriev Tyva 0.885714285714286 0.5 0.990147783251232 0.490147783251232 4403.12464117637 0.979169320236793 0.979169320236793 0.957614242524382 0.967179262832987
Guriev Ural Valley 0.898305084745763 1 1 0 352.392861705524 1.56387497271625 1.55033492966243 1.82367629124719 1.88038817591403
Guriev Volga-Kama 0.747368421052632 0.444444444444444 0.969604863221885 0.52516041877744 618.524368857803 1.24564782464523 1.37398729748746 1.21737898058337 1.46940032814019
Kabarda Kostroma 0.818181818181818 0.333333333333333 0.958974358974359 0.625641025641026 1201.47059918923 1.22497758367209 1.29584405545477 0.902483126120574 1.01832013712568
Kabarda Kurgan 0.80952380952381 0.4 0.965317919075144 0.565317919075145 2499.11419546605 1.10501451162809 1.15742626712033 0.861153945614445 1.01028060448914
Kabarda Kursk 0.518518518518519 0.333333333333333 0.776 0.442666666666667 1064.39221872543 0.779158552949007 1.19234869466439 0.547418338844708 1.06813334408723
Kabarda Kustanai 0.8125 0.6 0.985294117647059 0.385294117647059 2441.48114834017 0.699787659411998 0.887290572938658 1.14666075707317 1.16971262151691
Kabarda Middle Ural 0.829787234042553 0 0.944954128440367 0.944954128440367 2382.78432164478 1.14191227266741 1.31060385840237 0.684110715377209 0.758978399180951
Kabarda Moscow 0.80952380952381 0.142857142857143 0.942857142857143 0.8 1177.50276415393 1.2489489532813 1.4533224183637 0.548022253261534 0.595106462589747
Kabarda Moyyunkum 0.922077922077922 1 1 0 3070.73593802231 1.41509733047935 1.46869950208842 1.83572360415011 1.69663920030688
Kabarda Nakhichevan 0.673469387755102 0.428571428571429 0.908045977011494 0.479474548440066 350.997012571535 1.07772804919827 1.39837441094321 0.575549043670241 0.816743653988811
Kabarda North Kyrgyzstan 0.848101265822785 1 1 0 3495.78916085555 0.758012765716693 0.882051218288515 1.03324241443269 1.02659363086291
Kabarda Novosibirsk 0.790697674418605 0.6 0.975206611570248 0.375206611570248 4081.09879414003 1.08590242169608 1.21987739580145 1.02464838523427 1.13361099400553
Kabarda Pavlodar 0.789473684210526 0.2 0.96 0.76 3704.03330486596 0.867690020233364 0.92778976189455 0.858725945047875 1.0587462566383
Kabarda Poland 0.818181818181818 0.375 0.962406015037594 0.587406015037594 2728.24263943806 1.33742944584299 1.55141815717787 0.769629417877536 0.797292606196626
Kabarda Scotland 0.86046511627907 0 0.975903614457831 0.975903614457831 5419.03592044836 1.084198602796 1.14990760902606 0.903118608779496 1.01405601659853
Kabarda Slovakia 0.823529411764706 0.272727272727273 0.949367088607595 0.676639815880322 2590.42668153184 1.25872758932518 1.56768799761409 0.951133140721171 0.953968496967223
Kabarda Southwestern Azerbajan 0.566666666666667 0.538461538461539 0.9 0.361538461538461 492.553833143575 1.02138315211299 1.50707583983106 0.773409377213207 1.2997948534582
Kabarda Sweden 0.872340425531915 0.333333333333333 0.979381443298969 0.646048109965636 3279.93830866535 1.04560040928637 1.1089701310613 0.669480535643304 0.71997418955111
Kabarda Tarbagatai 0.783132530120482 0.666666666666667 0.973684210526316 0.307017543859649 4426.38447421591 0.8736229930435 1.11910383406399 1.01582008982787 1.06468086329208
Kabarda Terskey-Alatau 0.852941176470588 1 1 0 4012.59792963345 0.794089999149397 0.810132221354435 1.06214894754208 1.1318362809296
Kabarda Tomsk-Tumen 0.831325301204819 0.454545454545455 0.977358490566038 0.522813036020583 3559.83500352797 1.23309032624538 1.36013599622218 0.983261015435961 1.01302326255735
Kabarda Turkmenistan 0.883720930232558 0.428571428571429 0.985185185185185 0.556613756613757 1552.3364973448 1.20495332093101 1.2505954921784 1.70847585740705 1.66808787278542
Kabarda Ural Valley 0.607142857142857 0.230769230769231 0.856115107913669 0.625345877144438 1157.38305088485 1.04235044898668 1.27646124501577 0.629012478650728 1.12500280614921
Kabarda Volga-Kama 0.673913043478261 0.347826086956522 0.897959183673469 0.550133096716948 1283.58544035253 0.974515036339952 1.24029186443267 0.816382893980636 1.07744842647309
Kabarda Western Sayan 0.91304347826087 1 1 0 5657.72638432532 1.22689758051871 1.20661828166716 1.24082825209448 1.21602645003001
Kamchatka Khabarovsk 0.513513513513514 0.12 0.65625 0.53625 2661.7732870628 0.892652248605903 1.55365755005292 0.64864824614041 1.23084959877375
Kamchatka Kostroma 0.826086956521739 0.333333333333333 0.985611510791367 0.652278177458034 12833.1967316239 0.981335581020306 1.20958010222574 0.958355154697771 1.06081344969188
Kamchatka Krasnojarsk 0.72972972972973 0.142857142857143 0.875 0.732142857142857 6826.48348185074 0.899557737266344 1.73220622134759 0.772660744487688 0.874605297999652
Kamchatka Kurgan 0.813953488372093 0.5 0.982905982905983 0.482905982905983 10457.1403279326 0.988485218088527 1.19979776057798 0.836521100726283 0.955266291122063
Kamchatka Middle Ural 0.777777777777778 0.333333333333333 0.962264150943396 0.628930817610063 10616.1377799946 0.947771821871614 1.09502893138555 0.585808149491161 0.769733723699472
Kamchatka Mongolia-NorthWestern Khangay 0.911764705882353 1 1 0 6941.08740489792 1.0992254804445 1.3001534243663 1.08292840953573 1.06531981751076
Kamchatka North Russian Far East 0.641025641025641 0.142857142857143 0.714285714285714 0.571428571428571 1305.95166233722 0.939378840582815 1.39248268404951 0.62768081284981 0.940427698694838
Kamchatka Novosibirsk 0.818181818181818 0.5 0.978494623655914 0.478494623655914 8786.76424027 1.05513832866686 1.28344774914473 0.885309018140036 0.992733709975321
Kamchatka Pre-Polar Ural 0.62962962962963 0.142857142857143 0.872340425531915 0.729483282674772 10953.6183226153 0.794352231277604 1.52962041229489 0.729676901362677 0.958772797666347
Kamchatka Selenga 0.67741935483871 0.111111111111111 0.80952380952381 0.698412698412698 5799.40122846795 0.912755589758126 1.93564532505732 0.711529134544548 0.849930228398031
Kamchatka Taimyr 0.612903225806452 0.4 0.903225806451613 0.503225806451613 8120.58681479925 0.784002791182998 1.31855014880777 0.472235257952127 0.700499750709474
Kamchatka Tarbagatai 0.904761904761905 1 1 0 8406.93713265737 1.11168805910002 1.27614439180985 1.0937596917955 1.08828007830991
Kamchatka Tomsk-Tumen 0.80952380952381 0.2 0.961722488038278 0.761722488038278 9369.50769867676 1.0312752573248 1.2315642535821 0.851063352412444 0.984219786592964
Kamchatka Volga-Kama 0.888888888888889 0 0.983193277310924 0.983193277310924 11921.3388614136 1.1290116849231 1.2445685070926 1.09966504545748 1.14624905893642
Kamchatka Western Sayan 0.714285714285714 0.2 0.899159663865546 0.699159663865546 7172.45259077074 0.939297274323337 1.44232589726674 0.665185249818614 0.830800152992965
Khabarovsk Khasan 0.658536585365854 0.714285714285714 0.971830985915493 0.257545271629779 657.503094313898 0.543972971390351 0.816280574542073 0.586419884303372 0.825564773707088
Khabarovsk Kostroma 0.80952380952381 0.5 0.977653631284916 0.477653631284916 10192.7843620904 0.848222617139536 0.973579775919516 1.13255009507603 1.25571694903121
Khabarovsk Krasnojarsk 0.592592592592593 0.407407407407407 0.818181818181818 0.410774410774411 4237.34049459985 0.60777432462931 1.22487694467796 0.57172304356652 0.80755182680547
Khabarovsk Kurgan 0.866666666666667 0.5 0.987261146496815 0.487261146496815 7841.53492856698 0.964432328558922 0.984358616339065 0.709764114583351 0.765593121157285
Khabarovsk Middle Ural 0.863636363636364 0.333333333333333 0.978494623655914 0.645161290322581 7994.65093241015 1.0092948354503 1.09527417934753 0.805622420824664 0.881704616274252
Khabarovsk Mongolia-NorthWestern Khangay 0.835294117647059 0.428571428571429 0.974842767295597 0.546271338724169 4336.3944976284 0.847980585191589 1.04654353213728 1.09300473397848 1.0889807864995
Khabarovsk North Russian Far East 0.5 0.19047619047619 0.669902912621359 0.479426722145169 3345.28567490022 0.729779752462704 1.13186226070662 0.436178789682311 0.897624033645
Khabarovsk Novosibirsk 0.710843373493976 0.416666666666667 0.938053097345133 0.521386430678466 6179.73493421589 0.866116409689747 1.07400924536088 0.621817323873203 0.788477847805614
Khabarovsk Pavlodar 0.925925925925926 1 1 0 6554.56929514058 1.00305202711598 1.03713184805564 0.967968098400398 0.947900467092097
Khabarovsk Pre-Polar Ural 0.818181818181818 0.142857142857143 0.931034482758621 0.788177339901478 8303.01302049654 1.0871334380715 1.39424250848088 0.88722720785512 0.971016079777437
Khabarovsk Selenga 0.708333333333333 0.285714285714286 0.878048780487805 0.592334494773519 3203.0534721601 0.57497992799128 1.26558942827833 0.603361082973236 0.675259860108026
Khabarovsk Taimyr 0.75 0.230769230769231 0.901960784313725 0.671191553544495 5505.66167148948 1.05559861442563 1.29181648618521 0.783195238017778 0.985845967685156
Khabarovsk Tarbagatai 0.925 0.333333333333333 0.985294117647059 0.651960784313726 5813.03421148271 1.08576451365885 1.08217520948147 0.924269390462846 0.876054640776183
Khabarovsk Terskey-Alatau 0.876923076923077 0 0.984 0.984 6220.14787533661 0.677402346810905 0.735108586145083 0.847119027113799 0.848246014733019
Khabarovsk Tomsk-Tumen 0.625 0.454545454545455 0.927710843373494 0.473165388828039 6748.35983967349 0.87889008660916 1.15869483570572 0.462270115848244 0.713491165255925
Khabarovsk Ussury 0.529411764705882 0.6 0.934065934065934 0.334065934065934 171.085050133963 0.495771648303996 0.743950135766681 0.419907241931532 0.758086196287122
Khabarovsk Volga-Kama 0.820224719101124 0.272727272727273 0.971223021582734 0.698495748855461 9299.99214144546 0.947869886004489 1.06450401339163 0.809457439269604 0.859243792904426
Khabarovsk Western Sayan 0.575757575757576 0.288888888888889 0.79874213836478 0.509853249475891 4574.77698833943 0.530410196977643 1.04377323427281 0.448804359224344 0.644934506451399
Khasan Krasnojarsk 0.804878048780488 1 1 0 3770.48720017358 0.639231065689803 0.847377379641689 0.655067418708132 0.723978010368627
Khasan Moscow 0.872340425531915 0 0.987577639751553 0.987577639751553 10298.6283344565 0.805227564598692 0.944145956425119 0.727863096840316 0.740076994660466
Khasan North Russian Far East 0.86046511627907 1 1 0 4001.79296823158 0.860161424100599 0.902814056700629 0.774996314645304 0.878959234902601
Khasan Novosibirsk 0.914285714285714 1 1 0 5676.18097459044 0.926349302515039 0.995251316751694 0.694435671207359 0.68124228489944
Khasan Poland 0.901639344262295 0 0.990783410138249 0.990783410138249 12375.9421874179 0.884585108509699 0.968498320384136 0.567738931092276 0.564277108341714
Khasan Selenga 0.771428571428571 1 1 0 2749.4416795735 0.811167732717975 0.909897389141951 0.720359708010548 0.939103082760093
Khasan Tomsk-Tumen 0.850746268656716 0.666666666666667 0.990740740740741 0.324074074074074 6228.27231274662 0.83721729602139 0.958568563340447 0.604863886948808 0.638366969278624
Khasan Tyva 0.92156862745098 1 1 0 4124.4692972819 1.0678829936329 1.15109465547442 1.39166790620768 1.37973638535623
Khasan Ussury 0.421052631578947 0.259259259259259 0.655172413793103 0.395913154533844 488.321243138736 0.315226152270463 1.5110013910485 0.502402141388239 0.944936153036138
Khasan Volga-Kama 0.921052631578947 1 1 0 8768.4923228396 0.935419887616575 0.994504851002038 0.718119009023071 0.699769858966732
Khasan Western Sayan 0.849056603773585 1 1 0 4095.00002017712 0.768946191310737 0.929635064819593 0.728335793262012 0.768677917452134
Kostroma Krasnojarsk 0.555555555555556 0.513513513513514 0.889570552147239 0.376057038633726 6011.9711494626 0.664634713012034 1.0334402798546 0.752059548934672 1.26461302549085
Kostroma Kurgan 0.333333333333333 0.4 0.663793103448276 0.263793103448276 2388.20156842384 0.3845103480698 1.48492721196732 0.591060839954475 1.27510564131642
Kostroma Kursk 0.466666666666667 0.215189873417722 0.66304347826087 0.447853604843148 965.478554534468 0.599309780023165 1.08717765880235 0.392802461632348 0.808358724395839
Kostroma Kustanai 0.657142857142857 0.388888888888889 0.887179487179487 0.498290598290598 2391.69033284853 0.912642813695053 1.29850136737561 1.19187652084401 1.55880652834505
Kostroma Middle Ural 0.471698113207547 0.433962264150943 0.821428571428571 0.387466307277628 2223.31023498369 0.603661058474938 1.31408531241569 0.397798537393887 0.725610405282052
Kostroma Mongolia-NorthWestern Khangay 0.872340425531915 0.6 0.991452991452991 0.391452991452991 5891.30541040859 1.49276337419186 1.46894041923183 2.64974577918441 2.63999061754912
Kostroma Moscow 0.27536231884058 0.248554913294798 0.516728624535316 0.268173711240518 674.61059180748 0.382486143667765 1.005211518069 0.382216530684429 1.49965607892931
Kostroma Nakhichevan 0.709090909090909 0.333333333333333 0.958904109589041 0.625570776255708 1488.78706504303 0.880936638366034 0.933184703451428 0.683547125472458 1.02304724987563
Kostroma North Kyrgyzstan 0.858823529411765 0.666666666666667 0.990291262135922 0.323624595469256 3582.72113571849 1.29618106108952 1.3101893751636 1.93019853622783 1.97266891398396
Kostroma North Russian Far East 0.753846153846154 0.333333333333333 0.955056179775281 0.621722846441948 13060.9382466714 0.735478080853951 0.894093581959014 0.878260062642299 1.03279711199225
Kostroma Novosibirsk 0.434782608695652 0.454545454545455 0.740863787375415 0.286318332829961 4052.87624415626 0.659359972302106 1.39296605718782 0.713529686322598 1.35715666760302
Kostroma Pavlodar 0.746031746031746 0.571428571428571 0.962264150943396 0.390835579514825 3691.98864215091 1.25655684138366 1.68834453372515 1.26875322145829 1.41994262972963
Kostroma Poland 0.373493975903614 0.321212121212121 0.655384615384615 0.334172494172494 2764.51464723146 0.612443761305494 1.13645981375939 0.200088104223919 0.584229377490048
Kostroma Pre-Polar Ural 0.509433962264151 0.395348837209302 0.839506172839506 0.444157335630204 1897.41274132816 0.903487834865991 1.63897173349657 0.310872974013889 0.567052523981756
Kostroma Scotland 0.551020408163265 0.6 0.915492957746479 0.315492957746479 5291.17985176095 0.421856959705571 0.74831275872641 0.574876993758008 0.954506130489668
Kostroma Selenga 0.754385964912281 0.428571428571429 0.974522292993631 0.545950864422202 7032.11290237998 0.993720088961213 1.22850276433076 0.90685310648033 1.09298768405809
Kostroma Slovakia 0.405405405405405 0.307692307692308 0.668202764976959 0.360510457284651 2688.47974940034 0.542754238918858 0.942530863246489 0.171399025628222 0.461523229984285
Kostroma Southwestern Azerbajan 0.878787878787879 0.333333333333333 0.988826815642458 0.655493482309125 1501.32895442949 1.38319753320859 1.3543705634184 1.31521889893242 1.38670814918798
Kostroma Sweden 0.471698113207547 0.317073170731707 0.82051282051282 0.503439649781113 2929.34321535829 0.47199090855035 0.708436449515179 0.255563785603744 0.633507302687656
Kostroma Taimyr 0.649122807017544 0.391304347826087 0.92090395480226 0.529599606976173 4711.31809031035 0.628457888735277 0.91412056543313 0.670950706409898 0.924992437292159
Kostroma Tarbagatai 0.775280898876404 0.565217391304348 0.95260663507109 0.387389243766742 4440.5457156873 1.48783635523106 1.63626867166202 1.69741846478268 1.9227984774772
Kostroma Terskey-Alatau 0.756756756756757 0.6 0.98 0.38 4064.96121681985 0.990889234527348 1.19834813762398 1.3992704285983 1.62236335187418
Kostroma Tomsk-Tumen 0.325842696629213 0.417989417989418 0.660493827160494 0.242504409171076 3463.30176198558 0.327822514946624 0.964502605958661 0.694432294324862 1.7023056213536
Kostroma Trans-Ili Alatau 0.796610169491526 0.428571428571429 0.978260869565217 0.549689440993789 3806.92231078448 0.671940560917523 0.756473028177119 0.990250270773776 1.15148866641869
Kostroma Turkmenistan 0.956521739130435 1 1 0 2031.44296118053 1.61802933941657 1.49857152592796 2.97227539590354 2.66529859302973
Kostroma Ural Valley 0.516129032258065 0.183098591549296 0.707070707070707 0.523972115521411 1120.44825383135 0.81623396145281 1.30732348536822 0.403532422867213 0.762716806148159
Kostroma Ussury 0.866666666666667 1 1 0 10062.4555984018 0.897136854387401 1.05191149765465 1.19959521393673 1.20317124302976
Kostroma Volga-Kama 0.326530612244898 0.248979591836735 0.478753541076487 0.229773949239752 944.556405126072 0.812657820613563 1.59397346632743 0.628331719617054 2.19149843671314
Kostroma Western Sayan 0.52 0.387096774193548 0.837606837606838 0.450510063413289 5663.76502148378 0.680519930903818 1.20436762269755 0.923866332498438 1.54001757629935
Krasnojarsk Kurgan 0.5 0.609756097560976 0.886524822695036 0.27676872513406 3629.39933955061 0.402842086785025 0.700940109046799 0.374065334806994 0.70444499062792
Krasnojarsk Kursk 0.843137254901961 0 0.978494623655914 0.978494623655914 6798.38569385119 0.797148655071911 0.830088682140999 0.890690427832406 1.00172500691179
Krasnojarsk Kustanai 0.80327868852459 0.2 0.961538461538461 0.761538461538461 3641.79769027507 0.792794533338334 0.853946728747351 0.722691900917113 0.847589177173172
Krasnojarsk Middle Ural 0.590909090909091 0.647058823529412 0.922077922077922 0.27501909854851 3790.19065556746 0.328312667998562 0.683758614344114 0.629230768249811 0.859778193364647
Krasnojarsk Mongolia-NorthWestern Khangay 0.811764705882353 0.428571428571429 0.972027972027972 0.543456543456543 166.567034871222 1.09460443765846 1.26777680441906 1.41751540885108 1.50538983968433
Krasnojarsk Moscow 0.666666666666667 0.777777777777778 0.97752808988764 0.199750312109863 6635.55990279883 0.686338842880635 0.830035129544349 0.743570427065691 1.1099148813761
Krasnojarsk North Russian Far East 0.5 0.405405405405405 0.747126436781609 0.341721031376204 7112.27408251325 0.513369910108802 0.826026218998968 0.438366293686866 0.887424448195362
Krasnojarsk Novosibirsk 0.469879518072289 0.492957746478873 0.828571428571429 0.335613682092555 1960.19195854066 0.746762563489646 1.13063555067193 0.440270512242151 1.00928765181262
Krasnojarsk Pavlodar 0.888888888888889 1 1 0 2328.48747997953 1.01895245279074 1.12177845063652 0.842070385986706 0.833855065147812
Krasnojarsk Poland 0.756756756756757 0.733333333333333 0.982905982905983 0.24957264957265 8661.83142992495 0.858093052605978 0.951703203799358 0.840686906611207 1.04705536834425
Krasnojarsk Pre-Polar Ural 0.454545454545455 0.297297297297297 0.633802816901408 0.336505519604111 4171.81938652668 0.696194171454843 1.44992505129438 0.548220316877073 1.12362879581065
Krasnojarsk Scotland 0.75 0.6 0.96078431372549 0.36078431372549 11294.8150610217 0.594936779545449 0.763003067380978 0.847768119953186 1.06063518575915
Krasnojarsk Selenga 0.583333333333333 0.2 0.696969696969697 0.496969696969697 1034.35152552839 0.824295021643092 1.44800401873575 0.54120469962515 0.817990261025227
Krasnojarsk Slovakia 0.815384615384615 0.333333333333333 0.984126984126984 0.650793650793651 8544.12481192729 0.984807302909953 0.963103560697061 0.837544637788691 1.01984619561856
Krasnojarsk Sweden 0.636363636363636 0.2 0.938461538461538 0.738461538461539 8940.56745595083 0.605748394193801 0.776868902245543 0.692353565636543 1.1024017032187
Krasnojarsk Taimyr 0.541666666666667 0.393939393939394 0.767441860465116 0.373502466525722 1304.16524085197 0.643695427615009 0.985049063471453 0.50426843104014 0.945283679092667
Krasnojarsk Tarbagatai 0.85 0.555555555555556 0.966666666666667 0.411111111111111 1580.7465793572 1.12539084808249 1.16330929369494 1.00624266109631 1.06327476546507
Krasnojarsk Terskey-Alatau 0.784615384615385 1 1 0 1982.90721374845 0.923656263229436 0.96182387741247 0.825753059227731 0.988717007919921
Krasnojarsk Tomsk-Tumen 0.375 0.520833333333333 0.802575107296137 0.281741773962804 2548.78842815457 0.509781494463704 0.905810093468565 0.367659269153665 1.20819411863343
Krasnojarsk Tyva 0.90625 1 1 0 383.786740288167 1.1417140928858 1.16477902405521 1.46319968811297 1.44250076569576
Krasnojarsk Ural Valley 0.735849056603774 0.333333333333333 0.94392523364486 0.610591900311527 5012.34457848153 0.817543236545308 0.924058349522529 0.799188148267292 1.07314488379307
Krasnojarsk Ussury 0.764705882352941 0.333333333333333 0.973333333333333 0.64 4127.62542824972 0.7375596524315 0.977723704545558 0.760685925960918 0.883009852826963
Krasnojarsk Volga-Kama 0.640449438202247 0.471698113207547 0.893129770992366 0.421431657784819 5092.02445263695 0.795410909967577 1.06000007629977 0.671954744965613 0.95404661129264
Krasnojarsk Western Sayan 0.363636363636364 0.534883720930233 0.72027972027972 0.185395999349488 349.148517826221 0.520112426354956 1.30457951569198 0.355259224642987 0.875584015857898
Kurgan Kursk 0.578947368421053 0.333333333333333 0.814814814814815 0.481481481481482 3181.55318005741 0.577048548456839 1.00405713739756 0.712943808118139 1.05202683880847
Kurgan Kustanai 0.462686567164179 0.388888888888889 0.745664739884393 0.356775850995504 124.284570869933 0.549623452102999 0.953891941666361 0.449666473995991 0.959727176857135
Kurgan Middle Ural 0.4 0.283582089552239 0.671232876712329 0.38765078716009 173.439061752964 0.37958369676152 0.95401338662652 0.468991198340459 1.0093189736347
Kurgan Mongolia-NorthWestern Khangay 0.846153846153846 0.5 0.981132075471698 0.481132075471698 3514.41192530585 1.38372666921627 1.34865701258599 1.11269910247656 1.19238383321956
Kurgan Moscow 0.424242424242424 0.395348837209302 0.789473684210526 0.394124847001224 3005.90083052796 0.389158213629563 0.956376045666643 0.470569996056559 0.886183897882123
Kurgan Nakhichevan 0.692307692307692 0.4 0.951612903225806 0.551612903225807 2395.19744700242 0.878053349423518 0.924012064682601 0.4675224992428 0.766534178975323
Kurgan North Kyrgyzstan 0.75609756097561 0.571428571428571 0.967391304347826 0.395962732919255 1214.58650581686 1.00321737412686 1.08480133248561 0.695897028539558 0.853150490229315
Kurgan North Russian Far East 0.838709677419355 0.0909090909090908 0.935897435897436 0.844988344988345 10681.0173587975 0.728051686382578 0.797748094376502 0.632318127199416 0.666467712466284
Kurgan Novosibirsk 0.393258426966292 0.32934131736527 0.598566308243728 0.269224990878458 1669.16498712246 0.683276866340915 1.23667465891455 0.286072726622521 0.766291151251669
Kurgan Pavlodar 0.7 0.578947368421053 0.941605839416058 0.362658470995006 1304.11054419783 0.984745897364084 1.43868753232898 0.783420392716821 0.908895040981223
Kurgan Poland 0.55 0.357142857142857 0.821782178217822 0.464639321074965 5054.01046508409 0.621494528239466 1.11115688382208 0.635405756499565 0.925093559181356
Kurgan Pre-Polar Ural 0.48 0.513513513513514 0.871428571428571 0.357915057915058 752.108437595545 0.757048599447985 1.31725493750104 0.389527092232669 0.838303759913588
Kurgan Scotland 0.608695652173913 0.523809523809524 0.916666666666667 0.392857142857143 7664.80051908031 0.399963459150924 0.680378611641034 0.824228082281867 1.17653532964747
Kurgan Selenga 0.740740740740741 0.454545454545455 0.955555555555555 0.501010101010101 4656.07022383602 0.871515293132378 1.05958333159529 0.347806490977269 0.440195000110477
Kurgan Slovakia 0.605633802816901 0.347826086956522 0.846153846153846 0.498327759197325 4947.20471384669 0.71877661450156 1.07832124550495 0.594172704848705 0.854545947054764
Kurgan Southwestern Azerbajan 0.904761904761905 1 1 0 2194.51323839283 1.34664354791293 1.31047336997312 1.21142913414734 1.23649936013118
Kurgan Sweden 0.6 0.7 0.955223880597015 0.255223880597015 5316.99273824521 0.448506983380858 0.653962366558867 0.543198719921665 0.888659857042577
Kurgan Taimyr 0.592592592592593 0.4 0.883870967741935 0.483870967741935 2336.91227909136 0.621375235230375 0.880558488428071 0.565148223478681 0.954778868608698
Kurgan Tarbagatai 0.744186046511628 0.25 0.873015873015873 0.623015873015873 2053.22775325494 1.18516708351971 1.38033693075987 0.689645351943745 0.814390694444314
Kurgan Terskey-Alatau 0.71830985915493 0.692307692307692 0.97752808988764 0.285220397579948 1678.47890085663 0.943404692133272 1.01617420006642 0.469912605191266 0.645193827355292
Kurgan Tomsk-Tumen 0.395348837209302 0.469879518072289 0.708609271523179 0.23872975345089 1093.11131478243 0.481635854360402 1.01595428880398 0.366814586660109 0.834779479713437
Kurgan Trans-Ili Alatau 0.642857142857143 0.391304347826087 0.91358024691358 0.522275899087493 1425.61201299772 0.508324907666703 0.63237892013568 0.412624391406895 0.659033719882489
Kurgan Ural Valley 0.525423728813559 0.389830508474576 0.795454545454545 0.405624036979969 1406.40473233406 0.704220877723142 1.09270636192165 0.616873626098342 1.17938212937631
Kurgan Ussury 0.859649122807018 1 1 0 7719.55707739415 0.865737870801391 1.00210105511819 0.650052466357257 0.667294711653928
Kurgan Volga-Kama 0.452631578947368 0.40506329113924 0.716012084592145 0.310948793452904 1462.51490920019 0.668357225060062 1.26141887757095 0.472976273041933 0.910383192216891
Kurgan Western Sayan 0.527777777777778 0.428571428571429 0.830188679245283 0.401617250673854 3282.76607126877 0.761525914043743 1.14506546044594 0.43478052113128 0.800985903157301
Kursk Kustanai 0.655172413793103 0.36 0.872 0.512 3158.64891878717 0.797075251504165 1.3869008031576 1.17135644739053 1.42276953853777
Kursk Middle Ural 0.609756097560976 0.368421052631579 0.877551020408163 0.509129967776584 3031.32008945759 0.489390629239387 1.01922676502748 0.571632127412783 0.734018298471221
Kursk Moscow 0.403508771929824 0.341772151898734 0.738693467336683 0.396921315437949 350.253560060488 0.555176209466177 1.51067576005569 0.378754224238823 0.766746356385911
Kursk Nakhichevan 0.581395348837209 0.384615384615385 0.894736842105263 0.510121457489878 1410.80192277903 0.94811861731899 1.30681914104298 0.593524290798425 1.03142940778995
Kursk North Kyrgyzstan 0.835616438356164 1 1 0 4313.91151024384 1.03355030837545 1.24994100654772 1.61527217958377 1.65375285544453
Kursk Novosibirsk 0.7 0.434782608695652 0.887445887445887 0.452663278750235 4843.7712426754 0.97758029005717 1.34555003109296 0.905407972426338 1.10415606393456
Kursk Pavlodar 0.764705882352941 0.2 0.910112359550562 0.710112359550562 4470.88120739612 1.05293024579307 1.29555977253391 1.19113641593643 1.41298887478047
Kursk Poland 0.52112676056338 0.283950617283951 0.772549019607843 0.488598402323893 1873.43240527969 0.774615449264477 1.43186492136767 0.336104022959008 0.555205093358006
Kursk Pre-Polar Ural 0.853658536585366 0 0.978260869565217 0.978260869565217 2802.13054339946 1.11569624697367 1.32777074020008 0.499881350010718 0.519621147804405
Kursk Scotland 0.675675675675676 0.333333333333333 0.916666666666667 0.583333333333333 4509.30629498766 0.54868503069052 0.703685460096708 0.682953214262571 1.02324000743173
Kursk Slovakia 0.516129032258065 0.254237288135593 0.700680272108843 0.44644298397325 1774.00071063326 0.66546329344938 1.56191384578202 0.533006907957392 0.797737611687893
Kursk Southwestern Azerbajan 0.703703703703704 0.6 0.963302752293578 0.363302752293578 1550.73919316503 0.976258957666451 1.31512570330274 1.00826019861767 1.29352405968998
Kursk Sweden 0.560975609756098 0.263157894736842 0.837209302325581 0.574051407588739 2256.08850892289 0.492446772447707 0.771906924305083 0.266490294427491 0.464268805622807
Kursk Tarbagatai 0.766233766233766 0.5 0.929078014184397 0.429078014184397 5217.20829768066 1.11880748404157 1.50345534632364 1.43393078181601 1.55589112348392
Kursk Terskey-Alatau 0.838709677419355 1 1 0 4819.61430521255 0.952568264591074 1.13363495951334 1.35329187212568 1.41583167622905
Kursk Tomsk-Tumen 0.636363636363636 0.458333333333333 0.897637795275591 0.439304461942257 4274.68312114923 0.723036387515675 1.05114606299236 0.819043965675375 1.12831259950763
Kursk Trans-Ili Alatau 0.872340425531915 1 1 0 4551.98646721894 0.655229411162366 0.700097540852351 1.12851667519786 1.19783838605013
Kursk Turkmenistan 0.875 0.25 0.976833976833977 0.726833976833977 2497.54419541411 1.33933632913945 1.42889375460407 2.19154558649903 2.20490866934354
Kursk Ural Valley 0.32 0.36986301369863 0.640625 0.27076198630137 1785.70149166498 0.564789316594833 1.2058174114628 0.116055465225979 0.446833759842186
Kursk Ussury 0.875 0 0.979166666666667 0.979166666666667 10903.4791267205 0.847495058952491 1.12345625996677 1.04804975007894 1.02248756105262
Kursk Volga-Kama 0.488372093023256 0.390625 0.724381625441696 0.333756625441696 1733.10057766801 1.01087649190724 1.6165669519343 0.662424959437174 1.35128816559246
Kursk Western Sayan 0.80952380952381 0.142857142857143 0.963414634146341 0.820557491289199 6454.93865944122 1.1112876889313 1.23884596360202 1.21248953477233 1.36662715486165
Kustanai Middle Ural 0.686274509803922 0.294117647058824 0.889908256880734 0.59579060982191 242.03315741081 0.849048751374558 1.28035616116373 0.978205590904974 1.20295429008363
