i j S OS WN ST sp hpcd hpcdp ppcd ppcdp
Armenia Tarbagatai 0.735849056603774 0.583333333333333 0.951690821256039 0.368357487922705 4260.52958102236 1.0044945298682 1.16991174966285 0.947129891056401 1.06689131773996
Armenia Terskey-Alatau 0.824175824175824 0.666666666666667 0.989795918367347 0.32312925170068 3843.55158267433 0.943549648905241 0.927953786939865 1.27875542357754 1.36560522908131
Armenia Tomsk-Tumen 0.811320754716981 0.5 0.98125 0.48125 3431.06753386267 1.26652569857311 1.16453803901435 1.18634103100003 1.35330298616724
Armenia Turkmenistan 0.798165137614679 0.391304347826087 0.956923076923077 0.56561872909699 1354.79218791244 1.05644139973143 1.11529427232131 1.05051470953256 1.08416534331758
Armenia Ural Valley 0.746835443037975 0.391304347826087 0.927835051546392 0.536530703720305 1155.73622236905 1.13571055145837 1.28162077256986 1.37676249738729 1.70965404916161
Armenia Volga-Kama 0.704347826086956 0.545454545454545 0.94269340974212 0.397238864287575 1340.45779396522 0.901499364376499 0.97961576309282 1.08187041339778 1.33804501331818
Central Yakutia Dzhungarsky Alatau 0.737704918032787 0.6 0.971428571428572 0.371428571428571 5347.02796440924 0.84362602227633 0.944334362860281 0.570951459650633 0.747549273367323
Central Yakutia Kamchatka 0.657142857142857 0.272727272727273 0.854545454545454 0.581818181818182 3365.68715068742 0.901831066072656 1.36605579429896 0.556607952527984 0.794523912724397
Central Yakutia Khabarovsk 0.653846153846154 0.111111111111111 0.831578947368421 0.72046783625731 1229.29506664483 0.507125857414346 0.837176777012526 0.654516059583212 0.868922258463567
Central Yakutia Khasan 0.897435897435897 0 0.967741935483871 0.967741935483871 1395.30543571099 0.77682862141734 0.87137876166498 0.81812330145988 0.835416964742771
Central Yakutia Kostroma 0.704918032786885 0.529411764705882 0.952941176470588 0.423529411764706 9527.94760891049 0.6734509628158 1.08873858769268 1.13444758214826 1.3052603400457
Central Yakutia Krasnojarsk 0.538461538461539 0.285714285714286 0.746835443037975 0.461121157323689 3523.33838096257 0.524685322554755 0.921692398574148 0.656913269055756 1.10688620919459
Central Yakutia Kurgan 0.758620689655172 0.333333333333333 0.932432432432432 0.599099099099099 7138.56761706323 0.677658029261896 0.926879370602014 0.62303307320143 0.693802683606889
Central Yakutia Kustanai 0.796610169491526 0.428571428571429 0.963963963963964 0.535392535392535 7140.82759233477 0.696528972997802 0.846835959824692 0.812019153255574 0.896430900389627
Central Yakutia Middle Ural 0.80952380952381 0.333333333333333 0.952380952380952 0.619047619047619 7303.33846125675 0.831601324353174 1.01134986235704 0.645630747336468 0.727815567206476
Central Yakutia Mongolia-Central Khangay 0.692307692307692 0.428571428571429 0.951219512195122 0.522648083623693 3363.56235971454 0.857855921766529 0.928753105383597 0.637272948854682 0.933270352458447
Central Yakutia Mongolia-NorthWestern Khangay 0.662650602409639 0.523809523809524 0.933333333333333 0.40952380952381 3655.09426653886 0.818819505779751 1.20877383652817 0.865079548464838 1.11719153694802
Central Yakutia Moscow 0.896551724137931 1 1 0 10136.3906445279 1.08631533231732 1.08717036209482 1.07778114636062 1.11305706743741
Central Yakutia North Kyrgyzstan 0.891891891891892 0.5 0.983606557377049 0.483606557377049 5961.59200368875 1.00107047839273 1.00185841265357 0.814583625259286 0.82111795461096
Central Yakutia North Russian Far East 0.481481481481481 0.222222222222222 0.702127659574468 0.479905437352246 3606.27299660314 0.293413743390683 0.422280228091196 0.339564023593413 0.835106643390304
Central Yakutia Novosibirsk 0.62962962962963 0.377777777777778 0.870967741935484 0.493189964157706 5474.78044322723 0.744280397902386 1.16320116122804 0.710625641944477 0.951761721055514
Central Yakutia Pavlodar 0.807692307692308 1 1 0 5834.04666495934 1.0807008335262 1.36092388023599 0.888760707296631 0.95179101636945
Central Yakutia Poland 0.944444444444444 1 1 0 12105.2373163285 1.17453685979265 1.13640254616302 1.34755213162192 1.2752444562666
Central Yakutia Pre-Polar Ural 0.714285714285714 0.272727272727273 0.897435897435897 0.624708624708625 7695.83064742836 0.960153754999509 1.37999559227202 0.749300728838266 0.933596004377947
Central Yakutia Selenga 0.608695652173913 0.1 0.753424657534246 0.653424657534246 2536.35829992096 0.818420891471015 1.22289667089223 0.492745183651703 0.762219378938732
Central Yakutia Taimyr 0.652173913043478 0.263157894736842 0.849462365591398 0.586304470854556 4827.62059102918 0.737149748902626 0.862241827504283 0.516252343281859 0.872172657999759
Central Yakutia Tarbagatai 0.846153846153846 0.454545454545455 0.952755905511811 0.498210450966357 5085.4197814698 1.18591618333383 1.24393786767545 0.882585319622132 0.940549281124977
Central Yakutia Terskey-Alatau 0.80952380952381 1 1 0 5465.21063337758 0.740226398949303 0.900224476281002 0.820040654333448 0.888886172681853
Central Yakutia Tomsk-Tumen 0.641025641025641 0.428571428571429 0.916666666666667 0.488095238095238 6069.13853166291 0.716647630023718 0.97930684045282 0.67526036411158 0.967568192912184
Central Yakutia Trans-Ili Alatau 0.75 0.25 0.94 0.69 5728.30074883859 0.837255655198436 0.906450337446241 0.588937737049862 0.777048072574166
Central Yakutia Tyva 0.806451612903226 0.428571428571429 0.972027972027972 0.543456543456543 3907.13569258648 1.16230025065532 1.19959330682608 1.02394310330667 1.20042760566522
Central Yakutia Ural Valley 0.843137254901961 0.5 0.982456140350877 0.482456140350877 8494.44442559451 1.05833635294233 1.2179614640266 1.23063439420734 1.30711826622312
Central Yakutia Ussury 0.755102040816326 0.5 0.975609756097561 0.475609756097561 1263.43678699738 0.837985541554621 0.939979273885085 0.690522863109883 0.872416690465657
Central Yakutia Volga-Kama 0.770114942528736 0.473684210526316 0.962825278810409 0.489141068284093 8597.06263442959 0.839050352428021 1.05484578191199 0.950716932390175 1.04567820554413
Central Yakutia Western Sayan 0.5625 0.368421052631579 0.84 0.471578947368421 3872.51933614826 0.654177009911268 1.14665286560705 0.535444892864973 0.828607501524312
Chimkent Dzhungarsky Alatau 0.647058823529412 0.428571428571429 0.91044776119403 0.481876332622601 1093.27316715029 0.581051244180378 0.73171639117343 0.59908167661201 0.873991282221075
Chimkent East Balkhash 0.851851851851852 0.333333333333333 0.968 0.634666666666667 1010.71626326772 1.07855017628032 1.15796258595385 1.63141999954819 1.65715698345388
Chimkent East Pamir 0.454545454545455 0.5 0.775 0.275 343.832762809909 0.37720460970583 1.0817355336192 0.650722111433605 1.19457766472933
Chimkent Gissar 0.387096774193548 0.381818181818182 0.66 0.278181818181818 254.692731073332 0.152698109218112 0.716377079885523 0.742550652169021 1.47147493929243
Chimkent Guriev 0.907692307692308 0 0.985714285714286 0.985714285714286 1847.6222956729 1.1373618069089 1.33036865899041 1.16651679959201 1.08297247004252
Chimkent Kabarda 0.838709677419355 1 1 0 3059.04240894087 0.689964066329281 0.712101950810435 0.919311142598115 1.01258759023734
Chimkent Kostroma 0.882352941176471 0.5 0.98780487804878 0.48780487804878 3183.68383212108 1.14837184526758 1.14927571921112 1.47951679825181 1.52059906582053
Chimkent Kurgan 0.815384615384615 0.25 0.957746478873239 0.707746478873239 871.57890146554 0.999740366364473 0.994482528224314 0.722379646838425 0.862649746633644
Chimkent Kursk 0.857142857142857 0.333333333333333 0.978723404255319 0.645390070921986 3888.9641184135 0.940830036806538 1.14418808672022 1.40671840073207 1.42632423210116
Chimkent Kustanai 0.757575757575758 0.428571428571429 0.961904761904762 0.533333333333333 820.45041595166 0.764743268992104 0.83679346127731 0.57235662248059 0.720890145973114
Chimkent Middle Ural 0.836734693877551 0.5 0.974358974358974 0.474358974358974 1042.62616116142 1.13182110122571 1.19293320476297 0.950470858786405 1.10133358796714
Chimkent Mongolia-Central Khangay 0.627118644067797 0.666666666666667 0.973684210526316 0.307017543859649 3150.44528691406 0.690991785329993 0.88411646162057 0.816707366251683 1.23502089530742
Chimkent Mongolia-NorthWestern Khangay 0.733333333333333 0 0.986111111111111 0.986111111111111 2839.65755644226 0.962876702986831 0.947624523807287 1.21414678721079 1.57937793458315
Chimkent Moscow 0.907692307692308 0.333333333333333 0.988826815642458 0.655493482309125 3758.94333783602 1.25658184330891 1.25757088844335 1.07467765857427 1.06860759221006
Chimkent Moyyunkum 0.924050632911392 1 1 0 74.5071568044867 1.2248378818288 1.32702821278027 1.98852024301573 1.79638367169245
Chimkent Nakhichevan 0.764705882352941 0.333333333333333 0.964285714285714 0.630952380952381 2869.81367747006 0.849576901768986 0.974555983186242 0.710255151415286 0.869151594036368
Chimkent North Kyrgyzstan 0.506172839506173 0.428571428571429 0.827586206896552 0.399014778325123 437.103859703821 0.596495140638126 0.964327490554835 0.480093813012465 0.857979500676283
Chimkent Pavlodar 0.796610169491526 0.5 0.971014492753623 0.471014492753623 693.377156117065 0.891486882804592 0.898117776974213 0.53567406403393 0.673681510341498
Chimkent Poland 0.873417721518987 0.25 0.974468085106383 0.724468085106383 5737.81604464329 1.11272000508371 1.15940755774456 1.5504535846246 1.55573022756716
Chimkent Slovakia 0.885714285714286 0.5 0.984251968503937 0.484251968503937 5615.81125913238 1.17813322381745 1.16543326093045 1.52636586865333 1.56874901097241
Chimkent Southwestern Azerbajan 0.774193548387097 0.333333333333333 0.955056179775281 0.621722846441948 2659.07000082755 0.865952412246445 1.03157731281778 1.17055556424619 1.35361231676102
Chimkent Syugaty 0.896551724137931 0 0.969230769230769 0.969230769230769 892.972985051046 0.905609159148844 1.12764556455999 1.75770155126744 1.66038490440458
Chimkent Tarbagatai 0.6 0.354838709677419 0.834710743801653 0.479872034124234 1370.319528563 0.700382327464066 0.874582103519671 0.566782124177968 0.916436006963531
Chimkent Terskey-Alatau 0.485714285714286 0.534883720930233 0.818181818181818 0.283298097251586 954.116786568913 0.509127330781521 0.894362335890772 0.489892615892702 0.905512731775916
Chimkent Tomsk-Tumen 0.835294117647059 0.666666666666667 0.991452991452991 0.324786324786325 706.029571349935 1.2077125302683 1.15024561798405 0.948622697829995 1.0962132895848
Chimkent Trans-Ili Alatau 0.636363636363636 0.733333333333333 0.957446808510638 0.224113475177305 683.673088111944 1.04470914618477 1.33669397141447 0.540217172377975 0.816035370957949
Chimkent Turkmenistan 0.886363636363636 0.2 0.98326359832636 0.78326359832636 1543.26378113887 1.06614950844055 1.27668968975069 2.06367109544045 1.88417692492343
Chimkent Tyva 0.797101449275362 0.5 0.985401459854015 0.485401459854015 2568.13121292873 0.907407697502098 0.936522382983449 1.17495100538763 1.35775467913985
Chimkent Ural Valley 0.896551724137931 0 0.962962962962963 0.962962962962963 2112.804816613 1.21281265924703 1.24065500679632 1.32683600689037 1.35500985610411
Chimkent Volga-Kama 0.808510638297872 0.142857142857143 0.954372623574145 0.811515480717002 2239.48436731039 0.834773032872509 0.904714119126291 0.978990685424368 1.05824473157185
Dzhungarsky Alatau East Balkhash 0.811764705882353 0.166666666666667 0.891891891891892 0.725225225225225 88.6829129101043 1.19017160829416 1.2741570173982 1.61138142175342 1.73678217675318
Dzhungarsky Alatau East Pamir 0.76271186440678 0.6 0.985714285714286 0.385714285714286 799.445439141281 0.760043894587263 0.811079899905623 0.883390254254926 1.12470661639286
Dzhungarsky Alatau Gissar 0.696969696969697 0.384615384615385 0.95 0.565384615384615 1325.14526906419 0.615281934195508 0.794951038946813 0.890470540307677 1.15081582180125
Dzhungarsky Alatau Kabarda 0.727272727272727 0.263157894736842 0.915151515151515 0.651993620414673 4149.50152096399 0.691894208204272 1.03574466319064 0.862647374958822 0.965170433268784
Dzhungarsky Alatau Kostroma 0.638888888888889 0.3 0.875 0.575 4179.70120324179 0.865163087530445 1.16245705845217 1.09943229516722 1.5674110643477
Dzhungarsky Alatau Krasnojarsk 0.746031746031746 0.2 0.969924812030075 0.769924812030075 1852.61934353605 0.832273051143277 0.82899767510572 0.63529841639812 0.88298136372932
Dzhungarsky Alatau Kurgan 0.623188405797102 0.318181818181818 0.851485148514852 0.533303330333033 1791.41095156416 0.565027685543322 0.742941361735063 0.321910442637498 0.49477942264983
Dzhungarsky Alatau Kursk 0.633333333333333 0.176470588235294 0.818181818181818 0.641711229946524 4946.07438554115 0.75612270636751 1.43782612307751 1.05408257258031 1.31879346253273
Dzhungarsky Alatau Kustanai 0.657142857142857 0.28 0.890909090909091 0.610909090909091 1794.45857477548 0.562740358843731 0.739933810677997 0.535212185190972 0.743874646884563
Dzhungarsky Alatau Middle Ural 0.622641509433962 0.391304347826087 0.898550724637681 0.507246376811594 1957.83525478856 0.840688589437102 1.17233213215719 0.763861529863583 1.20023554204581
Dzhungarsky Alatau Mongolia-Central Khangay 0.746031746031746 0.4 0.955882352941176 0.555882352941176 2062.44739394011 0.93738080870788 0.956136579565019 0.957387492467022 1.28930406215507
Dzhungarsky Alatau Mongolia-NorthWestern Khangay 0.808510638297872 0.333333333333333 0.970588235294118 0.637254901960784 1751.74326858814 1.17130970821927 1.086768897323 1.15017159854171 1.33556511177431
Dzhungarsky Alatau Moscow 0.652173913043478 0.307692307692308 0.849372384937239 0.541680077244931 4790.31620641647 0.866246096478084 1.30084306855654 0.659096866384768 0.850625363445708
Dzhungarsky Alatau Nakhichevan 0.672727272727273 0.333333333333333 0.896551724137931 0.563218390804598 3963.01211499738 0.766913937128987 1.09121500971659 0.418343194915175 0.565273487763432
Dzhungarsky Alatau North Kyrgyzstan 0.576470588235294 0.567567567567568 0.909090909090909 0.341523341523342 656.721502458738 0.781529574820967 1.05008475712134 0.485378520560044 0.787970593377477
Dzhungarsky Alatau Novosibirsk 0.608695652173913 0.416666666666667 0.845018450184502 0.428351783517835 211.364472619451 0.761454918872458 1.01166522940443 0.446437733373998 0.667443730100134
Dzhungarsky Alatau Pavlodar 0.682539682539683 0.647058823529412 0.953488372093023 0.306429548563611 490.308491177206 0.845591542439328 1.0468563062596 0.657333520228145 0.920545754839118
Dzhungarsky Alatau Poland 0.686746987951807 0.3 0.905084745762712 0.605084745762712 6808.53980414089 0.822694809409822 1.15585221156752 1.07272183053036 1.27605307645667
Dzhungarsky Alatau Pre-Polar Ural 0.735849056603774 0.6 0.984848484848485 0.384848484848485 2402.50679968137 1.08422699689338 1.19364007356988 0.808406556216621 1.14320517388877
Dzhungarsky Alatau Scotland 0.795918367346939 0.5 0.982142857142857 0.482142857142857 9447.32362673694 0.776708136126041 0.903484877353225 1.10706209138059 1.32354379832713
Dzhungarsky Alatau Selenga 0.824561403508772 1 1 0 2886.29330987881 0.902026993644082 0.908736285332344 0.514703578279363 0.614017656256302
Dzhungarsky Alatau Slovakia 0.702702702702703 0.185185185185185 0.882352941176471 0.697167755991285 6691.54492782832 0.90508451412385 1.28932221998939 1.13727858729353 1.32657285030795
Dzhungarsky Alatau Southwestern Azerbajan 0.787878787878788 0.555555555555556 0.973154362416107 0.417598806860552 3752.25131917086 1.01830325065003 1.38017961245128 1.12188266490687 1.17508848234825
Dzhungarsky Alatau Sweden 0.811320754716981 0 0.968253968253968 0.968253968253968 7108.26254111712 0.757303707613986 0.880913197079905 0.917761921698843 1.0414566630877
Dzhungarsky Alatau Syugaty 0.838709677419355 0.428571428571429 0.968 0.539428571428571 201.672588498548 1.02385244514595 1.28933484569515 1.64408532560297 1.65032304770553
Dzhungarsky Alatau Taimyr 0.789473684210526 0.714285714285714 0.986394557823129 0.272108843537415 629.342476970768 0.999758363077473 1.069005695585 0.994430010956292 1.23697391606758
Dzhungarsky Alatau Tarbagatai 0.438202247191011 0.478260869565217 0.734806629834254 0.256545760269037 277.08934607877 0.551457576635749 1.10808032065597 0.459092349185689 0.901575259721976
Dzhungarsky Alatau Terskey-Alatau 0.486486486486486 0.333333333333333 0.741176470588235 0.407843137254902 145.690521180023 0.656824299006 0.91593515194721 0.410882293109971 0.876071676761073
Dzhungarsky Alatau Tomsk-Tumen 0.640449438202247 0.433333333333333 0.884353741496599 0.451020408163265 763.710993782959 0.762333768131009 0.981210130085979 0.442879855945385 0.626224915008303
Dzhungarsky Alatau Trans-Ili Alatau 0.525423728813559 0.454545454545455 0.883116883116883 0.428571428571429 410.055630852123 0.778370124993923 1.00566277857342 0.34709510962849 0.749852422813256
Dzhungarsky Alatau Turkmenistan 0.91304347826087 0.333333333333333 0.986622073578595 0.653288740245262 2634.81366480694 1.20382161111423 1.2067694448727 1.84095821598745 1.69979445376881
Dzhungarsky Alatau Tyva 0.863013698630137 0.142857142857143 0.969543147208122 0.826686004350979 1481.18779415162 1.07980070591658 1.05419278403714 1.19737615245105 1.26980280752614
Dzhungarsky Alatau Ural Valley 0.645161290322581 0.272727272727273 0.857142857142857 0.584415584415584 3160.38015149425 0.869709813589446 1.26233707447642 0.957713007984855 1.31666072886373
Dzhungarsky Alatau Ussury 0.933333333333333 0 0.985294117647059 0.985294117647059 5974.34357757832 0.995136134335773 1.04448172777391 0.587810094312303 0.556489631500916
Dzhungarsky Alatau Volga-Kama 0.591836734693878 0.380281690140845 0.863777089783282 0.483495399642437 3249.18778040518 0.479667704615348 0.724758425406948 0.434383334095691 0.614190790857253
Dzhungarsky Alatau Western Sayan 0.706666666666667 0.8 0.990196078431373 0.190196078431373 1512.54383690499 0.962835183514986 1.00435161255624 0.559074504840984 0.790522259202797
East Balkhash East Pamir 0.944444444444444 0 0.984732824427481 0.984732824427481 725.361773164695 0.988342469608688 1.02836625556805 1.90029382978156 1.75197821379861
East Balkhash Gissar 0.924050632911392 0 0.986754966887417 0.986754966887417 1245.756871798 1.11235277179853 1.21391351286789 2.02979319963666 1.83633448567504
East Balkhash Guriev 0.414634146341463 0.475728155339806 0.717277486910995 0.241549331571189 2835.09354826584 0.50595579674642 1.18335116098543 0.297277879878547 0.599032266537874
East Balkhash Kabarda 0.848101265822785 0.2 0.948717948717949 0.748717948717949 4064.71322284824 1.19333635260708 1.46196618089958 1.49142241174304 1.43480213354538
East Balkhash Kostroma 0.929411764705882 0 0.981395348837209 0.981395348837209 4091.01801562307 1.64418235920066 1.61794291431173 2.48789467906944 2.27138716163237
East Balkhash Kurgan 0.902439024390244 1 1 0 1702.74255370098 1.3727898137674 1.4335685835623 1.75443482296004 1.63461976187985
East Balkhash Kursk 0.863013698630137 0.2 0.944827586206896 0.744827586206896 4858.08293482184 1.32309957261864 1.53242111067165 1.92576414769202 1.90116088912685
East Balkhash Kustanai 0.831325301204819 0.666666666666667 0.987179487179487 0.32051282051282 1705.89520739461 1.03123749631523 1.25637681197083 1.60358271365165 1.55212900273123
East Balkhash Mongolia-NorthWestern Khangay 0.869158878504673 0.2 0.97948717948718 0.77948717948718 1838.14212279108 0.923487582903311 1.01071191186702 1.54704327471355 1.40191726395243
East Balkhash Moscow 0.926829268292683 0.333333333333333 0.991304347826087 0.657971014492754 4701.75183793419 1.55339595401692 1.52860536597903 1.63212518002762 1.51253199091506
East Balkhash Moyyunkum 0.375 0.41304347826087 0.724489795918367 0.311446317657498 994.061888975909 0.483797201963895 1.1143021377719 0.450741915218303 1.01763471633061
East Balkhash Nakhichevan 0.911764705882353 0 0.962616822429907 0.962616822429907 3880.55629880656 1.23381652270133 1.28378099345535 1.39353720918716 1.37573359791996
East Balkhash North Kyrgyzstan 0.63265306122449 0.421052631578947 0.868263473053892 0.447210841474945 575.490809408142 0.558277255986187 0.937156716052651 1.39340366328148 1.69428822666974
East Balkhash Novosibirsk 0.942857142857143 1 1 0 173.166493175589 1.55884437165629 1.42142558407227 2.11386796511825 1.85401687867444
East Balkhash Pavlodar 0.736842105263158 0.333333333333333 0.916666666666667 0.583333333333333 402.327813112007 0.898189344465818 1.13640184528958 1.2996562054002 1.53161780073992
East Balkhash Poland 0.9375 0.333333333333333 0.993006993006993 0.65967365967366 6721.05907740088 1.73583289367015 1.61309723452175 2.47161402234492 2.21708466503027
East Balkhash Slovakia 0.931034482758621 0.333333333333333 0.98876404494382 0.655430711610487 6604.42926509254 1.7586470620472 1.69863457899147 2.53937742637137 2.31838965424227
East Balkhash Southwestern Azerbajan 0.772151898734177 0.444444444444444 0.928571428571429 0.484126984126984 3669.81249477967 0.895351780682254 1.1202996660768 0.663849497819939 0.727825475599136
East Balkhash Syugaty 0.52 0.222222222222222 0.758620689655172 0.53639846743295 128.672585827884 0.697695912908601 1.17710443866162 0.518920794677465 0.904086590375627
East Balkhash Tarbagatai 0.666666666666667 0.351351351351351 0.86046511627907 0.509113764927718 361.942414956523 1.0023688145505 1.31318598745905 1.51566583891657 1.87949441692535
East Balkhash Terskey-Alatau 0.793103448275862 0.333333333333333 0.925465838509317 0.592132505175984 91.3971495121874 0.996817506431265 1.05412645398031 1.8524205820771 2.06300328239382
East Balkhash Trans-Ili Alatau 0.916666666666667 0 0.986206896551724 0.986206896551724 330.027029811582 1.1898824018348 1.29852180255328 1.56538439022788 1.46662517991757
East Balkhash Turkmenistan 0.485714285714286 0.452830188679245 0.8 0.347169811320755 2553.44787152659 0.472867484015776 0.832862855901388 0.513564098227101 0.879174579633539
East Balkhash Tyva 0.906976744186047 0.333333333333333 0.98936170212766 0.656028368794326 1567.89781773273 0.968262081826166 0.996429706024745 1.32933217878745 1.23243102042577
East Balkhash Ural Valley 0.866666666666667 0.2 0.949685534591195 0.749685534591195 3072.34263643235 1.43635456171347 1.46009595942774 1.87236964229546 1.95714735467957
East Balkhash Volga-Kama 0.837837837837838 0.5 0.980891719745223 0.480891719745223 3160.54182287057 1.31093756246581 1.38461008663745 1.81509843741375 1.73418992842895
East Pamir Gissar 0.320754716981132 0.223880597014925 0.509433962264151 0.285553365249226 536.357134653795 0.42883067658533 1.50622345081624 0.238509715339903 0.642895873822123
East Pamir Kabarda 0.924528301886792 1 1 0 3381.18313595198 0.686037482829234 0.753201991637691 1.4912810845818 1.42823505498973
East Pamir Mongolia-Central Khangay 0.68 1 1 0 2833.39708801194 0.590028681428628 0.690804930047292 0.297957875564179 0.420629313113528
East Pamir Moyyunkum 0.942857142857143 1 1 0 367.919444599348 1.02027246823211 1.06731417403141 1.8565442514875 1.71588236216878
East Pamir North Kyrgyzstan 0.583333333333333 0.454545454545455 0.852459016393443 0.397913561847988 186.354230172341 0.598936050697826 0.829676830559799 0.60290218852577 0.970829714172783
East Pamir Southwestern Azerbajan 0.886792452830189 0.333333333333333 0.978947368421053 0.645614035087719 2968.19325674893 1.037369449286 1.15310901594188 1.41804543440387 1.42990365406439
East Pamir Syugaty 0.918367346938775 0 0.971830985915493 0.971830985915493 598.775157696902 0.900896981181095 1.03342562799947 1.61734168142841 1.5555783893432
East Pamir Tarbagatai 0.736842105263158 0.5 0.937007874015748 0.437007874015748 1071.88839870736 0.819953890940097 0.921923756952324 0.809430465829756 1.04227568972838
East Pamir Terskey-Alatau 0.573770491803279 0.28 0.844827586206897 0.564827586206897 654.449728741497 0.583057202340195 0.803644500195256 0.662108578951434 1.08546055588698
East Pamir Trans-Ili Alatau 0.695652173913043 0.5 0.96 0.46 399.267826419719 1.02184284812608 1.19637248058838 0.653917335295899 0.910768852786462
East Pamir Tyva 0.833333333333333 0.6 0.986013986013986 0.386013986013986 2251.61477664883 0.794798193259829 0.872610603788763 0.672266849555573 0.730054322978148
East Pamir Volga-Kama 0.905882352941176 1 1 0 2583.29504780403 0.882813691576473 0.889354915851477 1.54037310087946 1.52471890269979
Gissar Kabarda 0.9 1 1 0 2845.59374892739 0.750105841875044 0.784201561960273 1.46397680132974 1.4538285667634
Gissar Kurgan 0.904761904761905 0 0.976190476190476 0.976190476190476 845.342873990752 1.00485470671145 1.01197292187115 1.17623857266865 1.18229508564445
Gissar Kursk 0.888888888888889 0 0.983333333333333 0.983333333333333 3707.77692344513 0.875921755881013 1.09188593536132 1.91733982829498 1.84459522776347
Gissar Kustanai 0.875 0 0.969465648854962 0.969465648854962 762.385295390817 0.814303813894005 0.820072199824777 1.10407726015722 1.16593636239879
Gissar Mongolia-Central Khangay 0.789473684210526 1 1 0 3369.6279672359 0.857883638355184 0.942963007448259 0.570068369498873 0.665290432696762
Gissar Moyyunkum 0.948051948051948 1 1 0 308.110724989355 1.26904664154137 1.27095354859101 1.92407228863893 1.74555960380108
Gissar Nakhichevan 0.755102040816326 0.333333333333333 0.975609756097561 0.642276422764228 2642.9004130621 0.837522989793437 0.980570993559809 0.823677730292749 1.01883482318441
Gissar North Kyrgyzstan 0.569620253164557 0.478260869565217 0.830985915492958 0.35272504592774 670.90059887807 0.66046630246125 0.955999630244973 0.622731089046371 0.991764178164959
Gissar Pavlodar 0.789473684210526 0.6 0.978947368421053 0.378947368421052 946.147930715938 0.928560614533819 0.947139904776775 0.749224026598173 0.953327832718351
Gissar Poland 0.922077922077922 0 0.992337164750958 0.992337164750958 5542.84853825333 1.03705486812456 1.09739260590635 2.33919336111001 2.15562993722651
Gissar Southwestern Azerbajan 0.8 0.6 0.982608695652174 0.382608695652174 2432.27744682846 0.808890270349394 0.985786807539599 1.3091212080433 1.44048946864137
Gissar Tarbagatai 0.662650602409639 0.310344827586207 0.863945578231293 0.553600750645086 1600.88376071074 0.727111254688685 0.929620752895368 0.84573261173301 1.15550059830226
Gissar Terskey-Alatau 0.588235294117647 0.421052631578947 0.838235294117647 0.4171826625387 1182.46251362123 0.651501080627025 0.974559467714806 0.810215175402492 1.22862873590303
Gissar Tomsk-Tumen 0.903614457831325 0.5 0.992307692307692 0.492307692307692 952.415566078274 1.1553281470335 1.11474843938976 1.35803652697905 1.36327455782616
Gissar Trans-Ili Alatau 0.69811320754717 0.571428571428571 0.95 0.378571428571429 915.842865916776 1.01088278976574 1.33336275410423 0.791261412609212 1.03771754184829
Gissar Turkmenistan 0.930232558139535 0.333333333333333 0.992452830188679 0.659119496855346 1312.16139168934 1.08884752459986 1.19953202503439 2.08797647327326 1.85303668148381
Gissar Tyva 0.850746268656716 0.5 0.987730061349693 0.487730061349693 2787.6890535198 0.950229930455315 0.993422200021466 0.796642172116069 0.838725351701974
Gissar Ural Valley 0.928571428571429 0 0.985074626865672 0.985074626865672 1948.77545291928 1.15225657500925 1.19370868320112 1.80159675182516 1.74284084382139
Gissar Volga-Kama 0.847826086956522 0.25 0.979238754325259 0.729238754325259 2100.26840002194 0.837858956882791 0.923920030376064 1.63003537759614 1.63480621284764
Guriev Kabarda 0.904761904761905 0 0.988304093567251 0.988304093567251 1260.74333228552 1.26305460154127 1.40339400171252 1.35044384512087 1.2784877378011
Guriev Kursk 0.929824561403509 1 1 0 2045.8989846741 1.59967711580118 1.63199382521131 1.85615157901967 1.79147730797369
Guriev Kustanai 0.641791044776119 0.36 0.906432748538012 0.546432748538012 1181.0401170694 1.03293544313705 1.30970283459961 1.00966371265209 1.52024162262737
Guriev Mongolia-NorthWestern Khangay 0.912087912087912 0 0.980952380952381 0.980952380952381 4673.42168806571 0.993753187167644 0.946909602587351 1.04018364078205 0.992161225310404
Guriev Moyyunkum 0.4 0.428571428571429 0.696682464454976 0.268111035883548 1848.78506930406 0.57990753397887 1.20374745689553 0.276871068834394 0.630725800710546
Guriev North Kyrgyzstan 0.731707317073171 0.28 0.901098901098901 0.621098901098901 2277.97690463013 0.791931395143534 1.15190021111787 0.964768246813118 1.06787651620645
Guriev Pavlodar 0.8 0.6 0.985185185185185 0.385185185185185 2461.31731023835 1.08401747205623 1.15910093332419 1.02873898888369 1.22723821925907
Guriev Southwestern Azerbajan 0.841269841269841 0.6 0.987096774193548 0.387096774193548 981.436157237987 1.15434711913573 1.3024986210569 0.724586564340915 0.758950425793397
Guriev Syugaty 0.491525423728814 0.487179487179487 0.847328244274809 0.360148757095322 2727.14327934625 0.461706215749408 0.900093935753896 0.487249498010723 0.880376653966692
Guriev Tarbagatai 0.790697674418605 0.571428571428571 0.967914438502674 0.396485867074102 3196.77076821051 1.08604374140624 1.27527863574217 1.03683825688335 1.11063539224024
Guriev Terskey-Alatau 0.887323943661972 0.333333333333333 0.988636363636364 0.65530303030303 2790.04279303745 1.11970810508947 1.14232847084886 1.2886089892163 1.28218340509663
