"","i","j","S","OS","WN","ST","sp","hpcd","hpcdp","ppcd","ppcdp"
"326","Central Yakutia","Ural Valley",0.843137254901961,0.5,0.982456140350877,0.482456140350877,8494.44442559451,1.05833635294233,1.2179614640266,1.23063439420734,1.30711826622312
"327","Central Yakutia","Ussury",0.755102040816326,0.5,0.975609756097561,0.475609756097561,1263.43678699738,0.837985541554621,0.939979273885085,0.690522863109883,0.872416690465657
"328","Central Yakutia","Volga-Kama",0.770114942528736,0.473684210526316,0.962825278810409,0.489141068284093,8597.06263442959,0.839050352428021,1.05484578191199,0.950716932390175,1.04567820554413
"329","Central Yakutia","Western Sayan",0.5625,0.368421052631579,0.84,0.471578947368421,3872.51933614826,0.654177009911268,1.14665286560705,0.535444892864973,0.828607501524312
"330","Chimkent","Dzhungarsky Alatau",0.647058823529412,0.428571428571429,0.91044776119403,0.481876332622601,1093.27316715029,0.581051244180378,0.73171639117343,0.59908167661201,0.873991282221075
"331","Chimkent","East Balkhash",0.851851851851852,0.333333333333333,0.968,0.634666666666667,1010.71626326772,1.07855017628032,1.15796258595385,1.63141999954819,1.65715698345388
"332","Chimkent","East Pamir",0.454545454545455,0.5,0.775,0.275,343.832762809909,0.37720460970583,1.0817355336192,0.650722111433605,1.19457766472933
"333","Chimkent","Gissar",0.387096774193548,0.381818181818182,0.66,0.278181818181818,254.692731073332,0.152698109218112,0.716377079885523,0.742550652169021,1.47147493929243
"334","Chimkent","Guriev",0.907692307692308,0,0.985714285714286,0.985714285714286,1847.6222956729,1.1373618069089,1.33036865899041,1.16651679959201,1.08297247004252
"335","Chimkent","Kabarda",0.838709677419355,1,1,0,3059.04240894087,0.689964066329281,0.712101950810435,0.919311142598115,1.01258759023734
"336","Chimkent","Kamchatka",0.952380952380952,NA,1,NA,9734.1562774921,1.1179297578046,1.07761373348107,1.13338886133813,1.14749664531442
"337","Chimkent","Khabarovsk",0.932203389830508,NA,1,NA,7169.89364490145,0.871785361805832,0.822380760428405,1.00817765824626,0.985627105033855
"338","Chimkent","Khasan",1,NA,1,NA,6692.21528867862,0.921537868966555,0.874670081606527,1.04881035865678,0.981835329101756
"339","Chimkent","Kostroma",0.882352941176471,0.5,0.98780487804878,0.48780487804878,3183.68383212108,1.14837184526758,1.14927571921112,1.47951679825181,1.52059906582053
"340","Chimkent","Krasnojarsk",0.898305084745763,NA,1,NA,2931.9268135076,1.057272576856,0.983258356599674,0.985772610348643,1.03466052029276
"341","Chimkent","Kurgan",0.815384615384615,0.25,0.957746478873239,0.707746478873239,871.57890146554,0.999740366364473,0.994482528224314,0.722379646838425,0.862649746633644
"342","Chimkent","Kursk",0.857142857142857,0.333333333333333,0.978723404255319,0.645390070921986,3888.9641184135,0.940830036806538,1.14418808672022,1.40671840073207,1.42632423210116
"343","Chimkent","Kustanai",0.757575757575758,0.428571428571429,0.961904761904762,0.533333333333333,820.45041595166,0.764743268992104,0.83679346127731,0.57235662248059,0.720890145973114
"344","Chimkent","Middle Ural",0.836734693877551,0.5,0.974358974358974,0.474358974358974,1042.62616116142,1.13182110122571,1.19293320476297,0.950470858786405,1.10133358796714
"345","Chimkent","Mongolia-Central Khangay",0.627118644067797,0.666666666666667,0.973684210526316,0.307017543859649,3150.44528691406,0.690991785329993,0.88411646162057,0.816707366251683,1.23502089530742
"346","Chimkent","Mongolia-NorthWestern Khangay",0.733333333333333,0,0.986111111111111,0.986111111111111,2839.65755644226,0.962876702986831,0.947624523807287,1.21414678721079,1.57937793458315
"347","Chimkent","Moscow",0.907692307692308,0.333333333333333,0.988826815642458,0.655493482309125,3758.94333783602,1.25658184330891,1.25757088844335,1.07467765857427,1.06860759221006
"348","Chimkent","Moyyunkum",0.924050632911392,1,1,0,74.5071568044867,1.2248378818288,1.32702821278027,1.98852024301573,1.79638367169245
"349","Chimkent","Nakhichevan",0.764705882352941,0.333333333333333,0.964285714285714,0.630952380952381,2869.81367747006,0.849576901768986,0.974555983186242,0.710255151415286,0.869151594036368
"350","Chimkent","North Kyrgyzstan",0.506172839506173,0.428571428571429,0.827586206896552,0.399014778325123,437.103859703821,0.596495140638126,0.964327490554835,0.480093813012465,0.857979500676283
"351","Chimkent","North Russian Far East",0.967213114754098,NA,1,NA,9874.64275424923,1.08102519298444,0.990059887489129,0.990608890351048,0.950122567871309
"352","Chimkent","Novosibirsk",0.840909090909091,NA,1,NA,1053.04986843392,1.1085713936663,0.997519914210627,0.731280327954274,0.851521781045625
"353","Chimkent","Pavlodar",0.796610169491526,0.5,0.971014492753623,0.471014492753623,693.377156117065,0.891486882804592,0.898117776974213,0.53567406403393,0.673681510341498
"354","Chimkent","Poland",0.873417721518987,0.25,0.974468085106383,0.724468085106383,5737.81604464329,1.11272000508371,1.15940755774456,1.5504535846246,1.55573022756716
"355","Chimkent","Pre-Polar Ural",0.959183673469388,NA,1,NA,1610.82825499441,1.33330893004798,1.23997082313164,0.971716940918762,0.975825012538907
"356","Chimkent","Scotland",0.955555555555555,NA,1,NA,8397.73039305959,1.05794135182908,0.997987178407831,1.35722781215244,1.37412181687898
"357","Chimkent","Selenga",0.924528301886792,NA,1,NA,3966.04783161589,0.714234690472154,0.667012562176474,0.582258640710054,0.599128218474898
"358","Chimkent","Slovakia",0.885714285714286,0.5,0.984251968503937,0.484251968503937,5615.81125913238,1.17813322381745,1.16543326093045,1.52636586865333,1.56874901097241
"359","Chimkent","Southwestern Azerbajan",0.774193548387097,0.333333333333333,0.955056179775281,0.621722846441948,2659.07000082755,0.865952412246445,1.03157731281778,1.17055556424619,1.35361231676102
"360","Chimkent","Sweden",0.959183673469388,NA,1,NA,6091.75804181595,1.0171778626414,0.959533780697139,1.20173193287198,1.18077045939395
"361","Chimkent","Syugaty",0.896551724137931,0,0.969230769230769,0.969230769230769,892.972985051046,0.905609159148844,1.12764556455999,1.75770155126744,1.66038490440458
"362","Chimkent","Taimyr",0.962264150943396,NA,1,NA,1712.61368645452,1.29606293376978,1.19684280486874,1.11953129190845,1.10758507385455
"363","Chimkent","Tarbagatai",0.6,0.354838709677419,0.834710743801653,0.479872034124234,1370.319528563,0.700382327464066,0.874582103519671,0.566782124177968,0.916436006963531
"364","Chimkent","Terskey-Alatau",0.485714285714286,0.534883720930233,0.818181818181818,0.283298097251586,954.116786568913,0.509127330781521,0.894362335890772,0.489892615892702,0.905512731775916
"365","Chimkent","Tomsk-Tumen",0.835294117647059,0.666666666666667,0.991452991452991,0.324786324786325,706.029571349935,1.2077125302683,1.15024561798405,0.948622697829995,1.0962132895848
"366","Chimkent","Trans-Ili Alatau",0.636363636363636,0.733333333333333,0.957446808510638,0.224113475177305,683.673088111944,1.04470914618477,1.33669397141447,0.540217172377975,0.816035370957949
"367","Chimkent","Turkmenistan",0.886363636363636,0.2,0.98326359832636,0.78326359832636,1543.26378113887,1.06614950844055,1.27668968975069,2.06367109544045,1.88417692492343
"368","Chimkent","Tyva",0.797101449275362,0.5,0.985401459854015,0.485401459854015,2568.13121292873,0.907407697502098,0.936522382983449,1.17495100538763,1.35775467913985
"369","Chimkent","Ural Valley",0.896551724137931,0,0.962962962962963,0.962962962962963,2112.804816613,1.21281265924703,1.24065500679632,1.32683600689037,1.35500985610411
"370","Chimkent","Ussury",0.928571428571429,NA,1,NA,7059.98153443561,0.913104949509406,0.866666045529271,0.746203416034214,0.737616710058586
"371","Chimkent","Volga-Kama",0.808510638297872,0.142857142857143,0.954372623574145,0.811515480717002,2239.48436731039,0.834773032872509,0.904714119126291,0.978990685424368,1.05824473157185
"372","Chimkent","Western Sayan",0.859154929577465,NA,1,NA,2598.37333355525,1.11637840285809,1.02499441710662,0.99638650575874,1.09383796644392
"373","Dzhungarsky Alatau","East Balkhash",0.811764705882353,0.166666666666667,0.891891891891892,0.725225225225225,88.6829129101043,1.19017160829416,1.2741570173982,1.61138142175342,1.73678217675318
"374","Dzhungarsky Alatau","East Pamir",0.76271186440678,0.6,0.985714285714286,0.385714285714286,799.445439141281,0.760043894587263,0.811079899905623,0.883390254254926,1.12470661639286
"375","Dzhungarsky Alatau","Gissar",0.696969696969697,0.384615384615385,0.95,0.565384615384615,1325.14526906419,0.615281934195508,0.794951038946813,0.890470540307677,1.15081582180125
"376","Dzhungarsky Alatau","Guriev",0.942028985507246,NA,1,NA,2921.80723866317,1.19653530447597,1.16815897314452,1.26295582886904,1.18110572985523
"377","Dzhungarsky Alatau","Kabarda",0.727272727272727,0.263157894736842,0.915151515151515,0.651993620414673,4149.50152096399,0.691894208204272,1.03574466319064,0.862647374958822,0.965170433268784
"378","Dzhungarsky Alatau","Kamchatka",0.956521739130435,NA,1,NA,8676.13596507346,1.17020639891155,1.12241965243194,1.0688127749728,1.08850905375279
"379","Dzhungarsky Alatau","Khabarovsk",0.936507936507937,NA,1,NA,6087.69765634206,1.02572180143012,0.954514668107703,0.736735146417197,0.727151599797136
"380","Dzhungarsky Alatau","Khasan",0.96,NA,1,NA,5600.64242481513,0.902093177623603,0.946825070728906,0.946228369366823,0.887265909214303
"381","Dzhungarsky Alatau","Kostroma",0.638888888888889,0.3,0.875,0.575,4179.70120324179,0.865163087530445,1.16245705845217,1.09943229516722,1.5674110643477
"382","Dzhungarsky Alatau","Krasnojarsk",0.746031746031746,0.2,0.969924812030075,0.769924812030075,1852.61934353605,0.832273051143277,0.82899767510572,0.63529841639812,0.88298136372932
"383","Dzhungarsky Alatau","Kurgan",0.623188405797102,0.318181818181818,0.851485148514852,0.533303330333033,1791.41095156416,0.565027685543322,0.742941361735063,0.321910442637498,0.49477942264983
"384","Dzhungarsky Alatau","Kursk",0.633333333333333,0.176470588235294,0.818181818181818,0.641711229946524,4946.07438554115,0.75612270636751,1.43782612307751,1.05408257258031,1.31879346253273
"385","Dzhungarsky Alatau","Kustanai",0.657142857142857,0.28,0.890909090909091,0.610909090909091,1794.45857477548,0.562740358843731,0.739933810677997,0.535212185190972,0.743874646884563
"386","Dzhungarsky Alatau","Middle Ural",0.622641509433962,0.391304347826087,0.898550724637681,0.507246376811594,1957.83525478856,0.840688589437102,1.17233213215719,0.763861529863583,1.20023554204581
"387","Dzhungarsky Alatau","Mongolia-Central Khangay",0.746031746031746,0.4,0.955882352941176,0.555882352941176,2062.44739394011,0.93738080870788,0.956136579565019,0.957387492467022,1.28930406215507
"388","Dzhungarsky Alatau","Mongolia-NorthWestern Khangay",0.808510638297872,0.333333333333333,0.970588235294118,0.637254901960784,1751.74326858814,1.17130970821927,1.086768897323,1.15017159854171,1.33556511177431
"389","Dzhungarsky Alatau","Moscow",0.652173913043478,0.307692307692308,0.849372384937239,0.541680077244931,4790.31620641647,0.866246096478084,1.30084306855654,0.659096866384768,0.850625363445708
"390","Dzhungarsky Alatau","Moyyunkum",0.951807228915663,NA,1,NA,1078.68608642379,1.27857379584398,1.19331125146453,1.81483938164469,1.65371705605477
"391","Dzhungarsky Alatau","Nakhichevan",0.672727272727273,0.333333333333333,0.896551724137931,0.563218390804598,3963.01211499738,0.766913937128987,1.09121500971659,0.418343194915175,0.565273487763432
"392","Dzhungarsky Alatau","North Kyrgyzstan",0.576470588235294,0.567567567567568,0.909090909090909,0.341523341523342,656.721502458738,0.781529574820967,1.05008475712134,0.485378520560044,0.787970593377477
"393","Dzhungarsky Alatau","North Russian Far East",0.938461538461538,NA,1,NA,8894.96367805542,0.944800869005638,0.835485065980192,0.831968732831239,0.851645746468046
"394","Dzhungarsky Alatau","Novosibirsk",0.608695652173913,0.416666666666667,0.845018450184502,0.428351783517835,211.364472619451,0.761454918872458,1.01166522940443,0.446437733373998,0.667443730100134
"395","Dzhungarsky Alatau","Pavlodar",0.682539682539683,0.647058823529412,0.953488372093023,0.306429548563611,490.308491177206,0.845591542439328,1.0468563062596,0.657333520228145,0.920545754839118
"396","Dzhungarsky Alatau","Poland",0.686746987951807,0.3,0.905084745762712,0.605084745762712,6808.53980414089,0.822694809409822,1.15585221156752,1.07272183053036,1.27605307645667
"397","Dzhungarsky Alatau","Pre-Polar Ural",0.735849056603774,0.6,0.984848484848485,0.384848484848485,2402.50679968137,1.08422699689338,1.19364007356988,0.808406556216621,1.14320517388877
"398","Dzhungarsky Alatau","Scotland",0.795918367346939,0.5,0.982142857142857,0.482142857142857,9447.32362673694,0.776708136126041,0.903484877353225,1.10706209138059,1.32354379832713
"399","Dzhungarsky Alatau","Selenga",0.824561403508772,1,1,0,2886.29330987881,0.902026993644082,0.908736285332344,0.514703578279363,0.614017656256302
"400","Dzhungarsky Alatau","Slovakia",0.702702702702703,0.185185185185185,0.882352941176471,0.697167755991285,6691.54492782832,0.90508451412385,1.28932221998939,1.13727858729353,1.32657285030795
"401","Dzhungarsky Alatau","Southwestern Azerbajan",0.787878787878788,0.555555555555556,0.973154362416107,0.417598806860552,3752.25131917086,1.01830325065003,1.38017961245128,1.12188266490687,1.17508848234825
"402","Dzhungarsky Alatau","Sweden",0.811320754716981,0,0.968253968253968,0.968253968253968,7108.26254111712,0.757303707613986,0.880913197079905,0.917761921698843,1.0414566630877
"403","Dzhungarsky Alatau","Syugaty",0.838709677419355,0.428571428571429,0.968,0.539428571428571,201.672588498548,1.02385244514595,1.28933484569515,1.64408532560297,1.65032304770553
"404","Dzhungarsky Alatau","Taimyr",0.789473684210526,0.714285714285714,0.986394557823129,0.272108843537415,629.342476970768,0.999758363077473,1.069005695585,0.994430010956292,1.23697391606758
"405","Dzhungarsky Alatau","Tarbagatai",0.438202247191011,0.478260869565217,0.734806629834254,0.256545760269037,277.08934607877,0.551457576635749,1.10808032065597,0.459092349185689,0.901575259721976
"406","Dzhungarsky Alatau","Terskey-Alatau",0.486486486486486,0.333333333333333,0.741176470588235,0.407843137254902,145.690521180023,0.656824299006,0.91593515194721,0.410882293109971,0.876071676761073
"407","Dzhungarsky Alatau","Tomsk-Tumen",0.640449438202247,0.433333333333333,0.884353741496599,0.451020408163265,763.710993782959,0.762333768131009,0.981210130085979,0.442879855945385,0.626224915008303
"408","Dzhungarsky Alatau","Trans-Ili Alatau",0.525423728813559,0.454545454545455,0.883116883116883,0.428571428571429,410.055630852123,0.778370124993923,1.00566277857342,0.34709510962849,0.749852422813256
"409","Dzhungarsky Alatau","Turkmenistan",0.91304347826087,0.333333333333333,0.986622073578595,0.653288740245262,2634.81366480694,1.20382161111423,1.2067694448727,1.84095821598745,1.69979445376881
"410","Dzhungarsky Alatau","Tyva",0.863013698630137,0.142857142857143,0.969543147208122,0.826686004350979,1481.18779415162,1.07980070591658,1.05419278403714,1.19737615245105,1.26980280752614
"411","Dzhungarsky Alatau","Ural Valley",0.645161290322581,0.272727272727273,0.857142857142857,0.584415584415584,3160.38015149425,0.869709813589446,1.26233707447642,0.957713007984855,1.31666072886373
"412","Dzhungarsky Alatau","Ussury",0.933333333333333,0,0.985294117647059,0.985294117647059,5974.34357757832,0.995136134335773,1.04448172777391,0.587810094312303,0.556489631500916
"413","Dzhungarsky Alatau","Volga-Kama",0.591836734693878,0.380281690140845,0.863777089783282,0.483495399642437,3249.18778040518,0.479667704615348,0.724758425406948,0.434383334095691,0.614190790857253
"414","Dzhungarsky Alatau","Western Sayan",0.706666666666667,0.8,0.990196078431373,0.190196078431373,1512.54383690499,0.962835183514986,1.00435161255624,0.559074504840984,0.790522259202797
"415","East Balkhash","East Pamir",0.944444444444444,0,0.984732824427481,0.984732824427481,725.361773164695,0.988342469608688,1.02836625556805,1.90029382978156,1.75197821379861
"416","East Balkhash","Gissar",0.924050632911392,0,0.986754966887417,0.986754966887417,1245.756871798,1.11235277179853,1.21391351286789,2.02979319963666,1.83633448567504
"417","East Balkhash","Guriev",0.414634146341463,0.475728155339806,0.717277486910995,0.241549331571189,2835.09354826584,0.50595579674642,1.18335116098543,0.297277879878547,0.599032266537874
"418","East Balkhash","Kabarda",0.848101265822785,0.2,0.948717948717949,0.748717948717949,4064.71322284824,1.19333635260708,1.46196618089958,1.49142241174304,1.43480213354538
"419","East Balkhash","Kamchatka",1,NA,1,NA,8764.4495947761,1.22921638942604,1.17697106472788,1.57640569891601,1.48858027230118
"420","East Balkhash","Khabarovsk",1,NA,1,NA,6174.56198393538,1.25164456304641,1.15854703356362,1.86388389244057,1.63623128193798
"421","East Balkhash","Khasan",1,NA,1,NA,5685.61716754308,1.19248317822452,1.1153552687454,1.44315440574907,1.34494950838224
"422","East Balkhash","Kostroma",0.929411764705882,0,0.981395348837209,0.981395348837209,4091.01801562307,1.64418235920066,1.61794291431173,2.48789467906944,2.27138716163237
"423","East Balkhash","Krasnojarsk",1,NA,1,NA,1940.24270114611,1.29767483418272,1.16897980930509,1.89336147259202,1.68300891874307
"424","East Balkhash","Kurgan",0.902439024390244,1,1,0,1702.74255370098,1.3727898137674,1.4335685835623,1.75443482296004,1.63461976187985
"425","East Balkhash","Kursk",0.863013698630137,0.2,0.944827586206896,0.744827586206896,4858.08293482184,1.32309957261864,1.53242111067165,1.92576414769202,1.90116088912685
"426","East Balkhash","Kustanai",0.831325301204819,0.666666666666667,0.987179487179487,0.32051282051282,1705.89520739461,1.03123749631523,1.25637681197083,1.60358271365165,1.55212900273123
"427","East Balkhash","Middle Ural",0.939393939393939,NA,1,NA,1869.24553935783,1.28796113486628,1.36200848721216,1.44440319279636,1.35479418921575
"428","East Balkhash","Mongolia-Central Khangay",0.947368421052632,NA,1,NA,2148.73832846947,0.966035993841469,0.962564790126624,2.03148015094349,1.86362265713731
"429","East Balkhash","Mongolia-NorthWestern Khangay",0.869158878504673,0.2,0.97948717948718,0.77948717948718,1838.14212279108,0.923487582903311,1.01071191186702,1.54704327471355,1.40191726395243
"430","East Balkhash","Moscow",0.926829268292683,0.333333333333333,0.991304347826087,0.657971014492754,4701.75183793419,1.55339595401692,1.52860536597903,1.63212518002762,1.51253199091506
"431","East Balkhash","Moyyunkum",0.375,0.41304347826087,0.724489795918367,0.311446317657498,994.061888975909,0.483797201963895,1.1143021377719,0.450741915218303,1.01763471633061
"432","East Balkhash","Nakhichevan",0.911764705882353,0,0.962616822429907,0.962616822429907,3880.55629880656,1.23381652270133,1.28378099345535,1.39353720918716,1.37573359791996
"433","East Balkhash","North Kyrgyzstan",0.63265306122449,0.421052631578947,0.868263473053892,0.447210841474945,575.490809408142,0.558277255986187,0.937156716052651,1.39340366328148,1.69428822666974
"434","East Balkhash","North Russian Far East",1,NA,1,NA,8983.19211890954,1.65623739444455,1.44065277491974,1.82856625889671,1.64823045605748
"435","East Balkhash","Novosibirsk",0.942857142857143,1,1,0,173.166493175589,1.55884437165629,1.42142558407227,2.11386796511825,1.85401687867444
"436","East Balkhash","Pavlodar",0.736842105263158,0.333333333333333,0.916666666666667,0.583333333333333,402.327813112007,0.898189344465818,1.13640184528958,1.2996562054002,1.53161780073992
"437","East Balkhash","Poland",0.9375,0.333333333333333,0.993006993006993,0.65967365967366,6721.05907740088,1.73583289367015,1.61309723452175,2.47161402234492,2.21708466503027
"438","East Balkhash","Pre-Polar Ural",1,NA,1,NA,2316.33491399615,1.47427294123579,1.32806405450167,1.45703658745197,1.36664382355251
"439","East Balkhash","Scotland",1,NA,1,NA,9358.8954821707,1.3096874302007,1.21227266266511,1.633374225326,1.54237494242593
"440","East Balkhash","Selenga",1,NA,1,NA,2973.65581348577,1.25038501429349,1.13591874470781,1.5185445104666,1.38285195221427
"441","East Balkhash","Slovakia",0.931034482758621,0.333333333333333,0.98876404494382,0.655430711610487,6604.42926509254,1.7586470620472,1.69863457899147,2.53937742637137,2.31838965424227
"442","East Balkhash","Southwestern Azerbajan",0.772151898734177,0.444444444444444,0.928571428571429,0.484126984126984,3669.81249477967,0.895351780682254,1.1202996660768,0.663849497819939,0.727825475599136
"443","East Balkhash","Sweden",1,NA,1,NA,7019.55859602979,1.28539190218418,1.18978424003825,1.64476778737411,1.51448536797932
"444","East Balkhash","Syugaty",0.52,0.222222222222222,0.758620689655172,0.53639846743295,128.672585827884,0.697695912908601,1.17710443866162,0.518920794677465,0.904086590375627
"445","East Balkhash","Taimyr",1,NA,1,NA,705.091445634255,1.68462608573024,1.49451154313999,1.7340010209244,1.60609136798292
"446","East Balkhash","Tarbagatai",0.666666666666667,0.351351351351351,0.86046511627907,0.509113764927718,361.942414956523,1.0023688145505,1.31318598745905,1.51566583891657,1.87949441692535
"447","East Balkhash","Terskey-Alatau",0.793103448275862,0.333333333333333,0.925465838509317,0.592132505175984,91.3971495121874,0.996817506431265,1.05412645398031,1.8524205820771,2.06300328239382
"448","East Balkhash","Tomsk-Tumen",0.96078431372549,NA,1,NA,680.765056165863,1.74388226614142,1.57234133772437,1.88692009622449,1.62661070853823
"449","East Balkhash","Trans-Ili Alatau",0.916666666666667,0,0.986206896551724,0.986206896551724,330.027029811582,1.1898824018348,1.29852180255328,1.56538439022788,1.46662517991757
"450","East Balkhash","Turkmenistan",0.485714285714286,0.452830188679245,0.8,0.347169811320755,2553.44787152659,0.472867484015776,0.832862855901388,0.513564098227101,0.879174579633539
"451","East Balkhash","Tyva",0.906976744186047,0.333333333333333,0.98936170212766,0.656028368794326,1567.89781773273,0.968262081826166,0.996429706024745,1.32933217878745,1.23243102042577
"452","East Balkhash","Ural Valley",0.866666666666667,0.2,0.949685534591195,0.749685534591195,3072.34263643235,1.43635456171347,1.46009595942774,1.87236964229546,1.95714735467957
"453","East Balkhash","Ussury",1,NA,1,NA,6060.73734665194,1.20361098107051,1.12576334305661,1.59143141023479,1.40853324425854
"454","East Balkhash","Volga-Kama",0.837837837837838,0.5,0.980891719745223,0.480891719745223,3160.54182287057,1.31093756246581,1.38461008663745,1.81509843741375,1.73418992842895
"455","East Balkhash","Western Sayan",1,NA,1,NA,1599.44920129159,1.4711827174683,1.28762806223632,2.1473745095539,1.85113422633602
"456","East Pamir","Gissar",0.320754716981132,0.223880597014925,0.509433962264151,0.285553365249226,536.357134653795,0.42883067658533,1.50622345081624,0.238509715339903,0.642895873822123
"457","East Pamir","Guriev",0.964285714285714,NA,1,NA,2184.15045250008,0.952289261313091,1.04552037780528,1.33541159623948,1.20258541010549
"458","East Pamir","Kabarda",0.924528301886792,1,1,0,3381.18313595198,0.686037482829234,0.753201991637691,1.4912810845818,1.42823505498973
"459","East Pamir","Kamchatka",0.939393939393939,NA,1,NA,9397.1720265778,1.00564546704598,0.977150199975023,0.874199731589591,0.899786065197091
"460","East Pamir","Khabarovsk",0.92,NA,1,NA,6843.83448923181,0.80356294854356,0.771686071245964,1.06895473653495,1.07214132247042
"461","East Pamir","Khasan",1,NA,1,NA,6376.25541993262,0.928450497525543,0.894347632602658,1.11737260532516,1.05079744312634
"462","East Pamir","Kostroma",0.966101694915254,NA,1,NA,3527.43591533886,1.04738030675333,0.992710608271211,1.99667922455235,1.89722973300854
"463","East Pamir","Krasnojarsk",0.92,NA,1,NA,2608.80526929589,0.938646743577874,0.895682620540616,1.15599108679673,1.17923052327927
"464","East Pamir","Kurgan",0.892857142857143,NA,1,NA,1196.62144410827,0.94499673253417,0.895013434284429,0.992969359407125,1.0872610839427
"465","East Pamir","Kursk",0.957446808510638,NA,1,NA,4228.13108479679,0.953806976161022,1.07563055688782,1.90537146701511,1.74955199266811
"466","East Pamir","Kustanai",0.859649122807018,NA,1,NA,1156.31366322105,0.732323554136144,0.693589085157042,0.937889221090875,1.08870874932685
"467","East Pamir","Middle Ural",0.95,NA,1,NA,1369.67356012723,1.07340111985702,1.02426896433908,1.18667008155903,1.2112138920264
"468","East Pamir","Mongolia-Central Khangay",0.68,1,1,0,2833.39708801194,0.590028681428628,0.690804930047292,0.297957875564179,0.420629313113528
"469","East Pamir","Mongolia-NorthWestern Khangay",0.802469135802469,NA,1,NA,2523.26983053057,0.794749373400989,0.751757671759463,0.643532805890391,0.772020354202028
"470","East Pamir","Moscow",0.964285714285714,NA,1,NA,4101.75497334939,1.16229974979159,1.1016316462792,1.43810962677024,1.3831908758664
"471","East Pamir","Moyyunkum",0.942857142857143,1,1,0,367.919444599348,1.02027246823211,1.06731417403141,1.8565442514875,1.71588236216878
"472","East Pamir","Nakhichevan",0.857142857142857,NA,1,NA,3178.74813059481,1.0285884420141,0.994585518311152,0.941287043413951,1.04951865467758
"473","East Pamir","North Kyrgyzstan",0.583333333333333,0.454545454545455,0.852459016393443,0.397913561847988,186.354230172341,0.598936050697826,0.829676830559799,0.60290218852577,0.970829714172783
"474","East Pamir","North Russian Far East",0.961538461538461,NA,1,NA,9530.53452922582,0.861742982495136,0.817429293771786,0.883791286895583,0.862235401849349
"475","East Pamir","Novosibirsk",0.924050632911392,NA,1,NA,807.254476013192,0.923365353094683,0.870736948814564,1.23524041356451,1.24236153346533
"476","East Pamir","Pavlodar",0.84,NA,1,NA,511.966582828099,0.870111700442847,0.825367664423748,0.712391494056433,0.8783265859647
"477","East Pamir","Poland",0.971428571428572,NA,1,NA,6072.07658998106,1.1674505939513,1.10213867261137,2.09903111821623,1.96738456724797
"478","East Pamir","Pre-Polar Ural",0.95,NA,1,NA,1918.31399822161,1.07876774247705,1.02938994371142,1.21258068865887,1.23766040631699
"479","East Pamir","Scotland",0.944444444444444,NA,1,NA,8736.70648254169,1.03770340105907,0.996538307463337,1.5675642458576,1.61344417500465
"480","East Pamir","Selenga",0.954545454545455,NA,1,NA,3641.19152052459,0.647521721742097,0.618980819406357,0.626644465212129,0.618085418858012
"481","East Pamir","Slovakia",0.967213114754098,NA,1,NA,5948.01225775203,1.175990230866,1.11304860497156,2.05056044869172,1.94842727101618
"482","East Pamir","Southwestern Azerbajan",0.886792452830189,0.333333333333333,0.978947368421053,0.645614035087719,2968.19325674893,1.037369449286,1.15310901594188,1.41804543440387,1.42990365406439
"483","East Pamir","Sweden",0.95,NA,1,NA,6435.01882499521,1.06118844787365,1.01909171605717,1.49523973880135,1.49315578097724
"484","East Pamir","Syugaty",0.918367346938775,0,0.971830985915493,0.971830985915493,598.775157696902,0.900896981181095,1.03342562799947,1.61734168142841,1.5555783893432
"485","East Pamir","Taimyr",0.954545454545455,NA,1,NA,1428.61988278862,1.01629161469003,0.967016869735366,1.08026542010307,1.086120517231
"486","East Pamir","Tarbagatai",0.736842105263158,0.5,0.937007874015748,0.437007874015748,1071.88839870736,0.819953890940097,0.921923756952324,0.809430465829756,1.04227568972838
"487","East Pamir","Terskey-Alatau",0.573770491803279,0.28,0.844827586206897,0.564827586206897,654.449728741497,0.583057202340195,0.803644500195256,0.662108578951434,1.08546055588698
"488","East Pamir","Tomsk-Tumen",0.894736842105263,NA,1,NA,673.368046762378,1.04643453230664,0.986175972195137,1.27638745497517,1.38610460997105
"489","East Pamir","Trans-Ili Alatau",0.695652173913043,0.5,0.96,0.46,399.267826419719,1.02184284812608,1.19637248058838,0.653917335295899,0.910768852786462
"490","East Pamir","Turkmenistan",0.974683544303798,NA,1,NA,1847.64223044837,0.988394364160346,1.03396626611815,1.97129102533346,1.72558427179737
"491","East Pamir","Tyva",0.833333333333333,0.6,0.986013986013986,0.386013986013986,2251.61477664883,0.794798193259829,0.872610603788763,0.672266849555573,0.730054322978148
"492","East Pamir","Ural Valley",0.959183673469388,NA,1,NA,2455.01326539051,1.10575052189265,1.05091991750128,1.7364218665311,1.70308693848754
"493","East Pamir","Ussury",0.914893617021277,NA,1,NA,6736.57548485083,0.913529289273591,0.879974494442605,0.864369498378423,0.876522756748736
"494","East Pamir","Volga-Kama",0.905882352941176,1,1,0,2583.29504780403,0.882813691576473,0.889354915851477,1.54037310087946,1.52471890269979
"495","East Pamir","Western Sayan",0.903225806451613,NA,1,NA,2280.76414688718,0.953979613091914,0.905747294296796,0.950649638141613,0.979424774155405
"496","Gissar","Guriev",0.968253968253968,NA,1,NA,1661.85040832095,1.19424681585308,1.24853076202822,1.45980974162778,1.29966584368444
"497","Gissar","Kabarda",0.9,1,1,0,2845.59374892739,0.750105841875044,0.784201561960273,1.46397680132974,1.4538285667634
